Gene ID,Gene Symbol,HCB1-21,HCB2-21,HCB3-21,HCB5-21,HCB6-21,HCB7-21,HCB8-21,HCB9-21,HCB10-21,HCB11-21,PTB1-21,PTB1-22,PTB2-21,PTB2-22,PTB3-21,PTB3-22,PTB4-21,PTB5-21,PTB6-21,PTB7-21,PTB8-21,PTB9-21,PTB10-21,PTB11-21,PTB12-21,PTB13-21
100271849,'MEF2B',5.27,17.23,11.19,10.39,13.03,6.45,7.33,4.31,5.78,9.29,12.24,2.61,10.67,10.2,53.8,18.56,20.42,21.39,5.93,10.39,6.46,34.3,20.78,33.31,21.32,16.99
100271927,'RASA4B',26.35,4.68,26.92,44.89,27.82,11.87,11.82,10.62,3.41,6.75,11.98,7.29,15.34,4.8,12.48,4.4,11.05,6.64,28.14,4.26,36.24,6.43,8.19,6.75,3.12,2.42
100272147,'CMC4',21.12,10.06,15.78,17.87,21.43,22.02,21.3,22.61,20.08,18.44,16.8,13.36,10.93,10.25,21.29,13.77,15.16,17.24,12.86,16.16,14.15,9.93,8.94,15.51,9.34,11.73
100286986,'LOC100286986',0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100287036,'LOC100287036',3.05,2.56,4.89,1.05,4.55,1.99,2.9,4.6,1.78,1.85,0.24,1.08,2.04,0.25,0.64,0.34,0.39,0.63,5.0,0.14,1.49,1.18,1.82,0.43,2.43,2.5
100287045,'FAM90A26',0.0,0.0,0.0,0.08,0.08,0.25,0.0,0.0,0.08,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.08,0.1,0.0,0.11,0.0,0.09
100287171,'WASHC1',138.36,214.02,172.98,201.74,263.8,219.05,183.01,189.37,164.78,264.49,104.55,114.49,184.35,120.52,134.91,91.62,137.72,78.2,197.05,92.59,157.95,218.88,196.42,133.03,254.53,217.97
100287284,'MANSC4',0.07,0.07,0.0,0.07,0.0,0.2,0.0,0.21,0.2,0.07,0.07,0.0,0.0,0.07,0.0,0.07,0.25,0.08,0.0,0.09,0.07,0.0,0.0,0.0,0.0,0.0
100287387,'LOC100287387',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.09,0.03,0.03,0.04,0.0,0.12,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.0,0.0
100287482,'SMKR1',2.07,1.27,1.49,2.19,1.7,2.89,3.23,3.04,2.26,2.35,2.44,1.4,0.67,1.54,0.66,0.23,0.81,0.39,2.4,1.43,1.2,0.27,0.25,0.9,0.0,0.37
100287520,'GLYATL1B',0.5,0.67,0.0,0.13,0.52,0.37,0.28,0.4,0.37,0.26,0.4,0.24,0.52,0.0,0.0,0.0,0.23,0.0,0.14,0.0,0.0,0.0,0.25,0.0,0.57,0.0
100287896,'LOC100287896',4.29,0.63,2.06,1.72,2.69,1.7,3.82,4.38,1.43,2.55,1.89,3.2,2.25,1.43,2.34,1.13,0.7,1.31,3.78,1.54,2.97,0.77,0.7,2.04,0.68,0.41
100287898,'TTC34',0.19,0.82,0.45,0.39,1.47,0.94,0.26,0.3,1.04,1.08,0.47,0.15,0.17,0.67,0.09,0.25,0.52,0.09,0.72,0.27,0.34,0.58,0.36,0.33,0.65,1.17
100287932,'TIMM23',52.02,21.35,34.94,39.5,27.24,35.72,46.62,50.65,36.83,35.98,69.77,59.22,52.0,65.18,98.09,78.05,78.75,136.01,57.92,92.1,59.31,62.61,19.87,82.05,31.29,47.27
100288072,'SDR42E2',0.09,0.0,0.09,0.09,0.08,0.17,0.12,0.09,0.11,0.06,0.09,0.16,0.05,0.0,0.0,0.09,0.0,0.06,0.05,0.0,0.09,0.21,0.05,0.24,0.23,0.1
100288142,'NBPF20',2.52,1.96,2.2,2.63,2.11,2.0,3.07,3.05,3.34,2.31,1.66,4.12,2.7,4.72,1.22,2.34,0.89,0.84,3.07,1.24,2.58,1.23,2.37,1.4,1.42,2.16
100288332,'NPIPA5',34.67,26.32,41.44,56.9,48.12,40.2,62.88,46.24,43.3,51.0,21.09,53.6,37.14,42.83,34.92,25.08,33.79,29.67,34.3,51.27,40.58,36.63,16.2,32.37,59.1,35.52
100288485,'MTRNR2L7',0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08
100288695,'LIMS4',2.86,5.4,9.25,3.99,6.37,4.05,9.16,9.03,3.36,1.43,2.64,2.59,2.39,3.07,3.46,3.62,2.81,4.78,10.51,0.79,4.14,5.62,5.44,6.6,2.67,2.87
100288960,'PRSS43',0.06,0.0,0.0,0.05,0.06,0.18,0.06,0.1,0.12,0.13,0.0,0.06,0.0,0.11,0.0,0.12,0.57,0.06,0.07,0.06,0.06,0.0,0.0,0.0,0.06,0.0
100289187,'TMEM225B',0.98,0.37,1.12,0.66,0.45,1.54,0.71,1.14,0.54,1.0,1.6,0.62,0.18,0.52,1.33,1.04,3.14,0.64,0.5,1.42,0.43,0.26,0.24,0.47,0.79,0.86
100289279,'CNTNAP3C',0.04,11.27,5.54,1.14,2.72,0.98,0.75,0.0,7.51,2.63,0.95,0.0,0.0,0.36,0.0,0.63,0.3,0.0,0.0,0.0,0.08,0.0,1.34,0.0,0.08,1.16
100289561,'LOC100289561',7.6,11.52,9.9,10.54,11.58,15.31,10.86,10.95,12.59,12.37,7.07,8.67,8.37,15.0,12.51,14.74,14.97,12.98,9.71,10.35,8.56,6.21,6.68,10.37,9.2,11.5
100289635,'ZNF605',2.58,1.62,2.19,1.31,2.09,2.04,3.24,2.16,1.32,1.92,1.24,3.01,2.2,3.51,2.06,1.33,1.5,1.21,3.55,1.44,2.99,0.91,1.03,1.27,0.81,1.12
100289678,'ZNF783',8.74,5.9,8.09,6.51,9.38,8.71,11.26,10.04,7.74,6.16,5.38,10.15,6.09,13.42,7.13,6.99,6.74,4.33,10.09,5.52,9.18,4.66,2.75,5.35,4.92,5.02
100293516,'ZNF587B',1.31,1.94,1.75,1.83,2.2,1.67,3.33,2.41,2.24,2.9,2.27,2.46,1.04,5.02,2.58,3.87,6.48,2.3,2.72,3.76,1.95,1.02,1.0,3.42,2.09,3.35
1003,'CDH5',0.21,0.06,0.08,0.08,0.0,0.08,0.03,0.11,0.13,0.03,0.14,0.14,0.0,0.08,0.16,0.08,0.2,0.09,0.55,0.14,0.08,0.03,0.59,0.07,0.27,0.2
100302652,'GPR75-ASB3',1.81,0.0,0.85,2.97,1.25,0.0,0.0,4.02,0.53,0.0,4.84,0.44,2.8,0.0,5.68,0.13,3.53,4.98,2.05,7.42,0.0,0.0,0.84,7.44,3.62,0.0
100302736,'TMED7-TICAM2',6.38,2.93,1.75,7.02,3.2,1.67,3.17,5.56,1.81,2.33,4.35,2.49,4.93,4.04,5.95,1.64,1.83,4.66,6.84,3.9,7.51,3.82,4.71,3.56,1.55,2.09
100303755,'PET117',6.12,3.86,5.19,4.84,6.32,7.0,9.21,9.72,6.9,9.47,6.58,20.75,4.68,17.56,10.91,18.26,8.67,12.87,9.38,10.65,7.5,5.06,3.55,10.68,3.3,6.18
100310812,'SPDYE2B',2.08,1.94,2.51,3.2,3.32,2.62,3.17,2.88,1.74,2.88,1.49,1.86,1.97,5.56,1.69,5.59,4.46,0.9,7.33,1.6,1.78,0.72,1.95,0.94,5.37,5.72
100310846,'ANKRD61',0.08,0.0,0.08,0.47,0.08,0.08,0.25,0.41,0.15,0.16,0.16,0.36,0.48,0.42,0.28,0.41,0.14,0.18,0.79,0.2,0.17,0.1,0.16,0.21,0.44,0.53
100316904,'SAP25',18.62,145.84,79.64,48.44,81.48,39.28,52.52,48.47,49.59,63.67,14.34,9.46,44.21,15.19,11.83,18.18,26.25,8.23,50.78,8.9,26.29,21.43,128.65,10.81,113.96,68.24
100329135,'TRPC5OS',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09
10036,'CHAF1A',10.21,7.82,8.75,13.74,9.56,9.84,11.02,10.11,7.65,10.43,25.28,14.25,12.84,28.49,44.02,22.62,17.38,60.54,18.17,32.37,14.11,43.67,6.31,36.53,15.86,25.43
10038,'PARP2',9.9,4.67,6.89,6.96,8.02,5.62,11.01,10.29,8.39,8.57,14.28,10.8,8.4,22.28,38.52,24.97,25.39,51.69,11.48,32.12,6.47,16.18,2.65,21.43,13.0,12.08
100381270,'ZBED6',6.93,7.02,6.77,5.41,4.7,4.33,9.82,9.34,5.28,7.09,9.7,10.12,4.49,9.38,6.98,11.15,3.69,8.05,8.39,9.32,5.71,4.82,5.03,7.51,2.52,4.77
10039,'PARP3',11.22,10.5,8.9,15.94,13.26,13.15,11.75,9.55,10.17,10.16,11.4,13.56,18.15,15.96,15.54,12.15,10.37,10.28,22.44,11.52,19.07,22.88,4.37,13.26,9.15,13.86
1004,'CDH6',0.06,0.03,0.01,0.0,0.04,0.03,0.07,0.0,0.01,0.02,0.0,0.0,0.12,0.0,0.01,0.0,0.31,0.0,0.81,0.03,0.01,0.0,0.08,0.0,0.0,0.0
10040,'TOM1L1',0.24,0.12,0.23,0.28,0.21,0.43,0.53,0.28,0.16,0.16,0.0,0.11,0.34,0.0,0.13,0.06,0.11,0.0,0.19,0.0,0.12,0.19,0.5,0.0,0.0,0.12
10042,'HMGXB4',12.5,5.36,7.12,7.72,6.63,5.87,14.13,12.5,7.6,8.54,16.72,13.02,10.1,13.79,16.07,11.47,7.13,17.64,17.63,11.48,13.87,11.35,3.53,13.66,9.2,7.55
100423062,'IGLL5',538.8,481.3,631.54,2142.61,1312.78,2125.26,773.96,511.31,545.22,738.03,23658.87,497.32,2857.62,3976.2,24119.04,18985.78,40787.23,34396.96,630.62,48147.38,767.08,48480.79,1734.18,130041.93,15563.74,19306.16
10043,'TOM1',54.86,74.45,69.6,48.16,44.19,41.53,48.51,43.45,42.06,43.21,56.77,53.45,85.4,64.79,35.11,45.33,19.18,27.44,68.25,17.96,78.33,51.55,102.31,25.02,26.69,72.59
100431172,'KLRF2',0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10044,'SH2D3C',110.75,115.25,87.64,79.03,69.31,64.37,99.04,96.44,44.52,49.49,43.87,50.63,99.32,65.88,72.1,39.48,28.9,36.1,93.42,35.4,94.07,94.17,86.86,54.84,44.03,60.22
10045,'SH2D3A',14.4,8.55,12.33,8.36,19.23,15.67,25.19,22.65,17.45,18.03,12.85,11.75,9.2,13.15,13.9,11.52,20.76,10.08,13.18,17.55,8.72,12.5,5.88,11.98,19.78,16.77
10046,'MAMLD1',0.77,0.56,0.77,0.88,0.66,0.72,1.23,1.38,1.26,1.2,1.33,0.39,0.43,0.56,0.4,0.65,0.18,0.09,0.63,0.28,0.83,0.33,0.31,0.27,0.61,0.27
100462977,'MTRNR2L1',269.98,347.24,215.92,246.77,353.19,355.94,300.32,288.59,202.55,190.1,48.04,99.18,283.12,85.37,106.0,40.55,1153.38,75.21,341.87,105.8,167.78,141.7,652.18,84.7,436.91,235.82
100462981,'MTRNR2L2',17135.34,11427.44,11577.46,16718.48,17477.89,15492.79,16514.39,14861.35,15909.72,13868.95,3388.87,7461.42,17874.35,7215.21,7491.75,4829.31,40366.79,6708.65,16518.45,9524.36,11660.65,10163.41,49555.02,7361.9,45978.47,18648.49
100462983,'MTRNR2L3',67.81,66.25,53.81,57.59,18.16,67.81,69.77,76.78,56.55,45.76,11.72,36.58,69.37,26.17,29.93,5.37,397.6,25.74,72.81,33.65,45.14,18.24,89.14,5.06,57.63,33.33
100463285,'MTRNR2L4',0.09,0.0,0.0,0.0,0.09,0.14,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.1,0.0,0.29,0.85,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.46
100463482,'MTRNR2L6',72.01,111.26,69.48,73.71,135.63,116.89,98.4,85.71,58.23,59.4,13.82,64.33,89.37,52.54,38.89,37.44,541.44,25.52,112.81,41.34,63.09,37.13,255.25,35.24,137.45,80.83
100463486,'MTRNR2L8',5021.38,3473.2,3556.68,4802.32,5035.53,4770.66,5467.88,4565.38,3943.58,4129.76,1027.11,2641.24,5783.65,2552.26,2336.26,1860.56,13453.32,2224.44,5030.06,3076.54,3808.72,2944.1,12680.04,2175.82,10203.04,4571.4
100463487,'MTRNR2L9',946.91,1467.57,1076.07,959.12,1523.16,1197.1,1393.29,1315.15,900.58,951.91,184.1,1116.06,1008.22,1047.2,455.06,609.92,6829.15,424.04,1179.21,551.48,846.59,220.75,2495.38,292.68,1331.98,672.74
100463488,'MTRNR2L10',11.41,12.15,10.0,13.51,0.74,13.73,12.79,12.66,10.2,9.39,1.49,15.4,13.73,10.66,3.88,0.11,39.83,2.76,14.75,4.8,8.49,8.47,21.13,0.27,9.9,6.07
10048,'RANBP9',39.75,27.12,36.77,39.07,30.68,34.24,43.79,41.57,42.31,39.92,63.39,49.55,37.18,53.15,66.25,60.16,29.02,65.66,53.39,64.71,38.35,41.41,22.06,47.24,21.63,35.78
10049,'DNAJB6',95.13,99.8,90.08,73.67,76.3,74.41,97.05,94.85,129.59,122.0,96.6,133.18,80.12,127.08,88.28,100.56,46.12,68.26,102.65,57.98,90.98,47.3,59.11,59.55,34.68,51.93
100499483,'CCDC180',1.31,0.57,1.72,1.18,1.38,3.49,1.81,2.03,1.85,1.33,1.35,1.36,1.63,1.86,0.97,1.45,2.22,0.84,1.61,1.37,1.86,1.26,0.31,1.78,1.09,0.81
100505478,'TEX48',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.21,0.0,0.0,0.0,0.0,0.18,0.0
100505502,'LOC100505502',0.08,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.1,0.0
100505549,'LOC100505549',10.78,8.21,9.06,8.15,12.12,12.37,10.57,8.73,10.47,9.97,5.26,14.97,15.13,12.61,9.37,7.22,8.16,8.71,11.92,5.21,11.68,4.57,2.97,4.97,5.85,5.96
100505573,'INAFM2',30.31,33.02,34.95,27.4,27.89,24.43,28.04,33.56,26.79,25.96,16.21,25.68,35.59,14.84,16.12,12.32,3.5,12.81,55.53,7.46,39.01,15.41,20.85,7.98,10.67,19.94
100505591,'LRRC3C',2.24,1.58,2.14,0.7,1.67,2.73,3.76,2.84,1.65,1.33,0.46,0.25,2.01,1.15,1.08,1.23,1.09,0.4,2.26,0.91,1.27,1.49,1.26,0.66,1.66,0.86
100505679,'UBE2Q2L',0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.72,0.13,0.13,0.48,0.05,0.42,0.0,0.0,1.24,0.0,0.28,0.0,0.0,0.31,0.0,0.0,0.27,0.0
100505741,'SPATA1',0.0,0.14,0.05,0.21,0.4,0.28,0.05,0.31,0.05,0.18,0.15,0.47,0.41,1.43,0.09,0.48,0.47,0.42,0.63,0.0,0.21,0.19,0.22,0.07,0.11,0.58
100505753,'KRTAP16-1',0.0,0.15,0.07,0.35,0.37,0.28,0.08,0.0,0.35,0.44,0.15,0.07,0.36,0.0,0.0,0.0,0.13,0.0,0.08,0.09,0.08,0.0,0.07,0.0,0.49,0.16
100505767,'SPDYE18',1.83,1.88,1.98,0.72,0.58,0.9,2.12,1.38,1.54,1.08,0.6,1.42,0.74,1.19,0.92,1.15,0.74,0.63,1.43,0.76,0.22,0.45,0.95,0.92,0.11,1.31
100505841,'LOC100505841',0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.13,0.65,0.0
100505876,'CEBPZOS',27.43,16.38,21.66,25.2,26.37,26.22,27.63,31.3,21.0,27.95,20.77,26.95,20.08,20.31,27.26,18.36,19.56,26.9,28.12,27.84,23.49,15.92,13.39,19.94,13.0,14.81
100505989,'SMIM31',0.0,0.07,0.01,0.0,0.07,0.0,0.04,0.0,0.03,0.09,0.0,0.0,0.01,0.07,0.0,0.0,1.18,0.0,0.0,0.0,0.04,0.04,0.08,0.0,0.12,0.08
100506012,'PPP5D1',0.4,0.9,0.66,0.24,0.1,0.18,0.21,0.27,0.33,0.77,0.24,0.86,0.46,1.49,0.7,1.3,0.57,0.77,0.78,0.7,0.29,0.41,0.22,0.54,0.4,0.65
100506084,'ARL17B',8.73,11.33,11.57,7.05,8.58,6.29,4.78,10.17,4.85,3.44,9.06,9.09,10.12,9.5,7.03,3.89,6.08,10.71,5.8,6.23,11.46,16.94,8.22,21.16,3.68,15.56
100506115,'SMIM25',102.19,208.77,95.29,123.29,103.18,56.32,44.3,82.44,90.26,79.06,71.88,34.62,111.89,33.68,45.03,19.07,3.02,31.12,82.29,9.42,141.63,60.84,156.57,12.83,17.37,74.64
100506127,'GVQW3',1.52,0.95,0.87,1.07,1.51,1.3,2.27,1.89,0.69,1.11,0.77,0.68,0.41,0.96,0.89,0.8,3.79,0.67,1.22,1.19,1.17,0.54,0.54,0.91,1.71,0.82
100506144,'TMEM35B',57.21,16.72,36.26,40.53,26.74,40.26,57.18,50.96,29.46,32.32,42.07,55.53,54.21,40.31,46.94,29.4,24.45,27.34,59.37,29.22,65.78,28.68,16.63,33.86,11.42,20.09
100506164,'HSFX1',0.55,0.53,0.0,0.39,0.0,0.0,0.42,0.15,0.49,0.29,0.12,0.76,0.0,0.0,0.0,0.0,0.31,0.0,0.5,0.0,0.0,0.48,0.0,0.31,0.0,0.38
100506243,'KRBOX1',0.17,0.0,0.18,0.0,0.0,0.17,0.19,0.18,0.0,0.0,0.0,0.33,0.0,0.0,0.21,0.0,0.0,0.21,0.77,0.22,0.0,0.0,0.0,0.23,0.0,0.0
100506248,'PTMAP9',58.98,27.24,56.63,66.16,39.92,52.47,67.63,56.58,65.4,70.89,69.91,29.57,56.21,24.75,78.25,27.5,36.66,88.46,43.38,80.59,49.55,169.52,40.94,118.04,52.77,91.7
100506374,'EDDM13',0.14,0.15,0.0,0.42,0.14,0.54,0.76,0.45,0.41,0.58,0.45,0.0,0.14,0.15,0.34,0.15,0.26,0.33,0.47,0.0,0.0,0.52,0.0,0.0,0.0,0.0
100506388,'LOC100506388',0.0,0.16,0.0,0.22,0.0,0.11,0.0,0.0,0.33,0.0,0.0,0.52,0.58,0.24,0.0,0.24,0.19,0.13,0.25,0.29,0.65,0.0,0.0,0.15,0.0,0.0
100506514,'LOC100506514',0.07,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.09,0.0,0.03,0.0,0.23,0.04,0.08,0.28,0.04,0.03,0.0,0.0,0.07,0.06,0.0,0.1,0.13
100506564,'THEGL',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.08,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100506571,'LOC100506571',0.02,0.03,0.07,0.03,0.05,0.03,0.02,0.05,0.0,0.05,0.02,0.07,0.05,0.03,0.0,0.03,0.26,0.0,0.16,0.02,0.02,0.0,0.17,0.0,0.05,0.0
100506581,'C16orf95',1.99,0.62,1.12,2.61,2.84,1.26,1.17,1.5,1.32,1.0,2.45,1.22,1.67,3.57,7.29,4.04,4.11,5.04,1.36,5.43,1.51,5.88,0.76,4.18,2.13,3.42
100506658,'OCLN',0.43,1.87,1.95,1.5,1.75,2.74,3.31,0.37,0.51,1.98,0.23,4.85,0.25,2.76,0.28,1.66,2.1,0.21,1.67,1.72,1.07,0.1,0.51,0.13,0.52,1.14
100506736,'SLFN12L',6.73,4.98,11.08,10.38,9.58,8.11,15.68,14.73,9.19,11.77,12.19,15.0,8.34,33.85,9.14,22.24,5.11,8.78,12.37,7.13,14.47,5.42,0.94,8.02,6.84,8.27
100507003,'GFY',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.08,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0
100507050,'TPBGL',0.65,0.57,0.4,1.26,0.84,0.68,0.83,0.89,2.06,2.25,0.24,0.1,0.04,0.12,0.14,0.0,0.14,0.05,0.26,0.1,0.2,0.43,0.12,0.05,0.71,0.43
100507055,'LRCOL1',0.0,0.0,0.0,0.0,0.0,0.07,0.08,0.0,0.14,0.43,0.0,0.06,0.07,0.06,0.0,0.0,0.13,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100507290,'ZNF865',19.65,28.25,24.3,23.5,30.02,23.2,23.0,20.69,22.09,21.17,16.54,6.09,16.56,4.95,12.91,4.42,9.9,7.59,22.08,13.55,17.4,27.97,23.52,21.13,14.95,19.9
100507421,'TMEM178B',0.05,0.06,0.03,0.06,0.03,0.02,0.04,0.04,0.06,0.06,0.01,0.04,0.02,0.09,0.04,0.04,0.35,0.04,0.0,0.03,0.06,0.01,0.0,0.03,0.0,0.19
100507436,'MICA',15.22,15.5,14.92,19.77,15.13,11.74,21.77,6.86,12.44,13.03,12.98,15.2,24.61,19.71,12.49,18.09,10.06,11.2,18.63,10.99,16.31,10.04,7.82,10.23,10.01,12.44
100507462,'GVQW2',0.2,0.04,0.0,0.04,0.17,0.08,0.04,0.25,0.08,0.04,0.13,0.11,0.16,0.21,0.38,0.33,0.74,0.47,0.04,0.21,0.0,0.2,0.16,0.05,0.46,0.27
100507507,'LOC100507507',9.57,12.86,10.14,8.15,7.57,7.19,8.13,8.88,9.31,10.15,10.85,10.0,14.04,9.27,5.49,4.04,1.78,3.86,15.1,2.32,9.09,5.95,21.52,3.42,4.1,5.99
100507588,'TGFBR3L',0.35,0.05,0.37,1.09,0.56,0.62,0.58,0.28,0.87,0.73,0.56,0.16,0.27,0.26,0.49,0.1,0.33,0.11,0.6,0.12,0.86,0.79,0.09,0.24,0.44,0.16
100507607,'NPIPB9',0.75,1.28,1.7,2.82,2.32,2.72,1.79,1.6,1.25,2.22,1.56,1.59,1.93,6.11,1.5,2.98,5.1,3.3,2.9,6.77,1.93,3.58,1.74,5.61,4.52,3.73
100507650,'RNF212B',0.1,0.22,0.33,0.31,0.32,0.35,1.27,0.61,0.5,0.11,0.0,0.67,0.31,0.0,0.75,0.0,0.0,0.49,1.34,0.48,0.29,0.0,0.41,0.56,0.0,0.32
100507747,'C13orf46',0.64,1.05,2.16,2.21,1.92,1.94,1.75,2.26,1.63,2.67,1.24,0.76,2.1,1.5,0.6,0.93,0.45,0.31,3.26,1.12,2.03,1.89,0.55,1.18,4.78,2.7
10051,'SMC4',17.73,8.3,12.04,15.71,9.13,13.46,21.3,17.5,12.31,13.93,46.67,25.24,18.55,64.94,103.88,62.19,53.04,136.1,25.39,78.46,18.98,37.15,5.56,68.37,22.53,26.14
10052,'GJC1',0.02,0.02,0.03,0.01,0.07,0.0,0.04,0.03,0.01,0.07,0.03,0.23,0.02,0.2,0.23,0.07,0.32,0.07,0.05,0.08,0.03,0.05,0.04,0.04,0.09,0.06
100526664,'LY75-CD302',0.98,1.07,3.21,1.28,1.16,0.93,4.55,5.8,0.0,1.52,4.89,4.08,1.83,7.03,1.71,5.05,0.32,4.12,4.03,6.91,1.75,1.26,1.78,7.0,0.0,0.57
100526693,'ARPC4-TTLL3',4.07,13.55,10.83,11.43,11.9,9.95,7.57,7.65,7.4,10.24,4.35,4.69,4.38,9.2,3.25,4.94,4.07,1.87,9.18,2.61,6.77,4.44,18.49,2.91,17.85,11.62
100526694,'MSANTD3-TMEFF1',1.58,0.5,0.72,0.81,0.65,0.93,1.38,1.17,0.98,0.7,0.93,1.52,0.78,1.45,0.85,1.17,0.32,0.69,1.35,0.49,0.62,0.34,0.13,0.35,0.2,0.75
100526737,'RBM14-RBM4',1.09,0.8,1.3,1.96,3.36,4.02,2.58,1.21,3.4,3.1,1.53,1.74,1.59,3.18,0.59,4.61,3.22,0.82,4.26,1.52,3.72,2.75,0.61,2.19,2.26,0.0
100526739,'CENPS-CORT',1.45,0.66,0.57,0.89,1.48,1.33,1.05,1.87,1.18,1.23,2.26,1.38,0.87,2.38,2.26,1.85,2.65,4.39,0.9,3.9,1.03,2.4,0.98,5.33,1.61,1.82
100526740,'ATP5MF-PTCD1',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.16,1.23,0.97,0.0,1.7,0.0,0.57,0.78,0.0,0.0,0.0,0.0,3.11,0.0
100526767,'RNF103-CHMP3',0.0,1.57,0.35,0.64,1.75,0.26,0.0,0.32,0.0,0.35,0.34,0.0,0.0,0.0,0.36,0.0,0.0,0.41,0.38,0.36,0.0,0.45,2.61,0.0,1.77,1.45
100526771,'SMIM35',3.02,5.88,6.61,5.67,7.56,5.35,5.18,4.63,7.13,7.19,6.49,5.32,4.08,4.74,2.53,2.17,1.05,1.39,5.23,2.31,5.65,3.42,4.78,1.84,3.61,3.61
100526772,'TMEM110-MUSTN1',0.0,0.0,1.53,0.91,3.11,0.05,1.06,1.08,0.41,0.74,1.25,0.0,3.3,3.25,5.33,4.5,3.33,5.19,1.13,3.3,0.78,2.57,0.54,5.25,1.18,2.69
100526783,'C15orf38-AP3S2',5.97,4.18,5.35,5.87,3.4,1.29,6.96,8.37,1.43,0.65,4.74,4.68,5.96,1.24,1.27,0.7,0.9,0.78,6.85,1.6,7.98,4.72,5.59,1.12,0.57,0.43
100526794,'NT5C1B-RDH14',0.0,0.0,0.0,0.08,0.0,0.14,0.0,0.08,0.0,0.08,0.06,0.39,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100526832,'PHOSPHO2-KLHL23',0.6,0.0,0.0,0.34,0.32,0.36,1.22,0.6,0.43,0.37,0.39,0.52,0.0,0.72,0.72,0.44,0.66,0.69,0.0,0.65,0.34,0.0,0.0,0.0,0.0,0.37
100526835,'FPGT-TNNI3K',0.21,0.08,0.0,0.2,0.13,0.39,0.14,0.05,0.5,0.13,0.23,0.21,0.05,0.24,0.25,0.19,0.16,0.14,0.37,0.27,0.14,0.06,0.13,0.24,0.0,0.05
100526842,'RPL17-C18orf32',5.81,0.93,2.23,5.33,4.37,1.65,1.8,3.7,1.39,1.74,2.06,3.32,1.54,2.29,4.23,2.16,2.47,5.41,2.54,2.6,1.72,1.26,0.3,2.77,0.0,0.85
100527943,'TGIF2-RAB5IF',1.21,2.5,0.0,4.26,0.0,0.57,0.0,0.0,1.13,1.76,0.84,0.6,0.46,0.34,0.0,1.96,1.22,0.0,3.72,0.6,0.55,2.61,0.43,1.99,0.0,0.0
100527949,'GIMAP1-GIMAP5',21.63,4.9,3.17,13.94,7.9,2.33,11.07,23.31,1.94,4.06,8.66,131.26,22.52,70.57,6.07,41.8,9.65,0.0,32.35,5.99,26.12,9.4,2.46,7.78,4.01,6.04
100527963,'PMF1-BGLAP',8.34,4.58,6.32,2.98,3.55,4.16,4.56,3.21,4.8,5.81,2.82,4.69,6.8,7.31,6.87,5.43,5.71,6.77,8.12,3.05,6.41,5.55,5.23,3.28,14.7,7.15
